"REF_DATE","GEO","DGUID","Income concept","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","","F","","","1"
"2013","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","1.5","E","","","1"
"2014","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","","F","","","1"
"2015","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","2.2","E","","","1"
"2016","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","1.1","E","","","1"
"2017","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","1.8","E","","","1"
"2018","Prince Edward Island","2016A000211","After-tax income","$80,000 to $89,999","Percent","239","units","0","v107656718","4.3.14","1.3","E","","","1"
"1976","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.5","","","","1"
"1977","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.2","","","","1"
"1978","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.7","","","","1"
"1979","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.3","","","","1"
"1980","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.6","","","","1"
"1981","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.4","","","","1"
"1982","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.1","","","","1"
"1983","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.3","","","","1"
"1984","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.3","","","","1"
"1985","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.2","","","","1"
"1986","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.1","","","","1"
"1987","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.1","","","","1"
"1988","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.3","","","","1"
"1989","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.4","","","","1"
"1990","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.2","","","","1"
"1991","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.2","","","","1"
"1992","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.2","","","","1"
"1993","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"1994","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"1995","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"1996","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"1997","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.4","E","","","1"
"1998","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"1999","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2000","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2001","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2002","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.8","E","","","1"
"2003","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2004","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2005","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2006","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2007","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2008","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2009","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2010","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2011","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2012","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","1.1","E","","","1"
"2013","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2014","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.7","E","","","1"
"2015","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2016","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","","F","","","1"
"2017","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.8","E","","","1"
"2018","Prince Edward Island","2016A000211","After-tax income","$90,000 to $99,999","Percent","239","units","0","v107656719","4.3.15","0.7","E","","","1"
"1976","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","1.8","","","","1"
"1977","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.7","","","","1"
"1978","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.5","","","","1"
"1979","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.7","","","","1"
"1980","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.4","","","","1"
"1981","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.8","","","","1"
"1982","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.6","","","","1"
"1983","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","1.1","","","","1"
"1984","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.2","","","","1"
"1985","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.4","","","","1"
"1986","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.5","","","","1"
"1987","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.7","","","","1"
"1988","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.2","","","","1"
"1989","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.5","","","","1"
"1990","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.5","","","","1"
"1991","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.6","","","","1"
"1992","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.5","","","","1"
"1993","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","","F","","","1"
"1994","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.4","E","","","1"
"1995","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","","F","","","1"
"1996","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.3","E","","","1"
"1997","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.4","E","","","1"
"1998","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.5","E","","","1"
"1999","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","","F","","","1"
"2000","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.9","E","","","1"
"2001","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.8","E","","","1"
"2002","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.8","E","","","1"
"2003","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.7","E","","","1"
"2004","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.9","E","","","1"
"2005","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","","F","","","1"
"2006","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","1.1","E","","","1"
"2007","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","0.9","E","","","1"
"2008","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","1.1","E","","","1"
"2009","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","1.0","E","","","1"
"2010","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","1.5","E","","","1"
"2011","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","","F","","","1"
"2012","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","1.0","E","","","1"
"2013","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","2.1","E","","","1"
"2014","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","2.4","E","","","1"
"2015","Prince Edward Island","2016A000211","After-tax income","$100,000 and over","Percent","239","units","0","v107656720","4.3.16","1.7","E","","","1"
