"REF_DATE","GEO","DGUID","Income concept","Economic family type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1976","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","9.9","","","","1"
"1977","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","10.6","","","","1"
"1978","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","10.9","","","","1"
"1979","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","10.5","","","","1"
"1980","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","10.3","","","","1"
"1981","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","10.1","","","","1"
"1982","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","9.7","","","","1"
"1983","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","9.2","","","","1"
"1984","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","8.9","","","","1"
"1985","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","9.4","","","","1"
"1986","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","9.4","","","","1"
"1987","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","9.5","","","","1"
"1988","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","10.2","","","","1"
"1989","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","10.3","","","","1"
"1990","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","9.7","","","","1"
"1991","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","8.7","","","","1"
"1992","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","8.9","","","","1"
"1993","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","8.5","B","","","1"
"1994","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","8.6","A","","","1"
"1995","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","8.3","A","","","1"
"1996","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","8.4","A","","","1"
"1997","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","8.8","A","","","1"
"1998","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","9.8","B","","","1"
"1999","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","10.7","A","","","1"
"2000","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","10.9","A","","","1"
"2001","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","11.9","A","","","1"
"2002","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","11.8","A","","","1"
"2003","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","11.7","A","","","1"
"2004","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","12.0","A","","","1"
"2005","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","12.6","A","","","1"
"2006","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","13.1","A","","","1"
"2007","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","13.9","A","","","1"
"2008","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","13.9","A","","","1"
"2009","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","14.2","B","","","1"
"2010","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","14.3","A","","","1"
"2011","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","14.4","B","","","1"
"2012","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","14.7","A","","","1"
"2013","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","14.4","A","","","1"
"2014","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","15.3","A","","","1"
"2015","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","15.3","A","","","1"
"2016","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","15.6","A","","","1"
"2017","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","15.6","A","","","1"
"2018","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$100,000 to 149,999","Percent","239","units","0","v107652863","1.3.1.17","16.0","A","","","1"
"1976","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.7","","","","1"
"1977","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.2","","","","1"
"1978","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.4","","","","1"
"1979","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.3","","","","1"
"1980","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.7","","","","1"
"1981","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.6","","","","1"
"1982","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.3","","","","1"
"1983","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.2","","","","1"
"1984","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.2","","","","1"
"1985","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.3","","","","1"
"1986","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.3","","","","1"
"1987","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.4","","","","1"
"1988","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.6","","","","1"
"1989","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.8","","","","1"
"1990","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.5","","","","1"
"1991","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.3","","","","1"
"1992","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.2","","","","1"
"1993","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.0","C","","","1"
"1994","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.1","B","","","1"
"1995","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.1","C","","","1"
"1996","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.3","B","","","1"
"1997","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","2.5","B","","","1"
"1998","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","3.1","C","","","1"
"1999","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","3.3","B","","","1"
"2000","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","4.0","B","","","1"
"2001","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","4.4","B","","","1"
"2002","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","4.5","B","","","1"
"2003","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","4.5","B","","","1"
"2004","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","4.7","B","","","1"
"2005","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","5.2","B","","","1"
"2006","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","5.8","B","","","1"
"2007","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","6.2","B","","","1"
"2008","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","6.8","B","","","1"
"2009","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","7.0","B","","","1"
"2010","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","6.9","B","","","1"
"2011","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","7.1","B","","","1"
"2012","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","7.6","B","","","1"
"2013","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","8.4","B","","","1"
"2014","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","8.1","B","","","1"
"2015","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","8.5","B","","","1"
"2016","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","8.2","B","","","1"
"2017","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","9.0","A","","","1"
"2018","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","$150,000 and over","Percent","239","units","0","v107652864","1.3.1.18","9.2","A","","","1"
"1976","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","59600","","","","0"
"1977","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","58600","","","","0"
"1978","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","59600","","","","0"
"1979","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","59000","","","","0"
"1980","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","60100","","","","0"
"1981","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","59400","","","","0"
"1982","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","57900","","","","0"
"1983","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","56300","","","","0"
"1984","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","56500","","","","0"
"1985","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","57500","","","","0"
"1986","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","57600","","","","0"
"1987","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","57400","","","","0"
"1988","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","58500","","","","0"
"1989","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","59500","","","","0"
"1990","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","57400","","","","0"
"1991","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","55300","","","","0"
"1992","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","55500","","","","0"
"1993","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","54200","A","","","0"
"1994","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","54600","A","","","0"
"1995","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","54600","A","","","0"
"1996","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","54600","A","","","0"
"1997","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","55000","A","","","0"
"1998","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","57400","A","","","0"
"1999","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","59200","A","","","0"
"2000","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","60700","A","","","0"
"2001","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","63100","A","","","0"
"2002","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","63300","A","","","0"
"2003","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","62900","A","","","0"
"2004","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","63900","A","","","0"
"2005","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","64800","A","","","0"
"2006","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","66000","A","","","0"
"2007","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","68300","A","","","0"
"2008","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","69400","A","","","0"
"2009","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","69500","A","","","0"
"2010","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","69400","A","","","0"
"2011","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","69400","A","","","0"
"2012","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","70900","A","","","0"
"2013","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","72000","A","","","0"
"2014","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","72400","A","","","0"
"2015","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","72800","A","","","0"
"2016","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","72600","A","","","0"
"2017","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","74700","A","","","0"
"2018","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Average income","2018 constant dollars","400","units","0","v107652865","1.3.1.19","75100","A","","","0"
"1976","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","53400","","","","0"
"1977","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","54300","","","","0"
"1978","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","54300","","","","0"
"1979","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","53700","","","","0"
"1980","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","55000","","","","0"
"1981","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","53600","","","","0"
"1982","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","51900","","","","0"
"1983","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","50000","","","","0"
"1984","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","50600","","","","0"
"1985","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","50700","","","","0"
"1986","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","50400","","","","0"
"1987","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","50200","","","","0"
"1988","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","51500","","","","0"
"1989","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","52300","","","","0"
"1990","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","50200","","","","0"
"1991","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","47500","","","","0"
"1992","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","48000","","","","0"
"1993","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","46800","A","","","0"
"1994","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","47100","A","","","0"
"1995","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","47000","A","","","0"
"1996","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","46200","A","","","0"
"1997","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","46100","A","","","0"
"1998","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","47300","A","","","0"
"1999","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","49400","A","","","0"
"2000","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","49700","A","","","0"
"2001","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","51800","A","","","0"
"2002","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","51700","A","","","0"
"2003","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","51600","A","","","0"
"2004","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","52000","A","","","0"
"2005","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","53200","A","","","0"
"2006","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","54400","A","","","0"
"2007","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","55800","A","","","0"
"2008","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","56600","A","","","0"
"2009","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","56500","A","","","0"
"2010","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","56000","A","","","0"
"2011","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","55800","A","","","0"
"2012","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","57300","A","","","0"
"2013","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","57700","A","","","0"
"2014","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","59200","A","","","0"
"2015","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","59000","A","","","0"
"2016","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","59200","A","","","0"
"2017","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","60900","A","","","0"
"2018","Canada","2016A000011124","After-tax income","Economic families and persons not in an economic family","Median income","2018 constant dollars","400","units","0","v107652866","1.3.1.20","61400","A","","","0"
"1976","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","147","","","","0"
"1977","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","152","","","","0"
"1978","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","156","","","","0"
"1979","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","156","","","","0"
"1980","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","161","","","","0"
"1981","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","162","","","","0"
"1982","Newfoundland and Labrador","2016A000210","After-tax income","Economic families and persons not in an economic family","Number of families","Number","223","thousands","3","v107653207","3.3.1.1","165","","","","0"
