"REF_DATE","GEO","DGUID","Income concept","Economic family type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1979","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","8.8","","","","1"
"1980","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","13.1","","","","1"
"1981","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","11.7","","","","1"
"1982","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","11.1","","","","1"
"1983","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","9.3","","","","1"
"1984","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","12.0","","","","1"
"1985","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","12.7","","","","1"
"1986","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","11.7","","","","1"
"1987","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","16.1","","","","1"
"1988","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.1","","","","1"
"1989","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","12.1","","","","1"
"1990","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","12.6","","","","1"
"1991","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","13.3","","","","1"
"1992","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.3","","","","1"
"1993","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","14.0","D","","","1"
"1994","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","13.2","D","","","1"
"1995","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","13.8","D","","","1"
"1996","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.6","D","","","1"
"1997","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","13.0","D","","","1"
"1998","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","12.5","E","","","1"
"1999","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.1","D","","","1"
"2000","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.8","D","","","1"
"2001","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","11.0","D","","","1"
"2002","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.8","D","","","1"
"2003","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","12.5","D","","","1"
"2004","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","12.7","D","","","1"
"2005","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.4","D","","","1"
"2006","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.3","D","","","1"
"2007","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.6","D","","","1"
"2008","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","8.6","E","","","1"
"2009","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.9","D","","","1"
"2010","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.6","D","","","1"
"2011","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","12.3","E","","","1"
"2012","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","13.5","D","","","1"
"2013","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.0","D","","","1"
"2014","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","12.7","D","","","1"
"2015","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","10.4","D","","","1"
"2016","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","13.6","D","","","1"
"2017","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","8.6","D","","","1"
"2018","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$40,000 to $49,999","Percent","239","units","0","v107655194","14.3.1.8","11.1","D","","","1"
"1976","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","10.2","","","","1"
"1977","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","9.2","","","","1"
"1978","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","10.0","","","","1"
"1979","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","13.6","","","","1"
"1980","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","9.5","","","","1"
"1981","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","9.4","","","","1"
"1982","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","13.1","","","","1"
"1983","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","12.8","","","","1"
"1984","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","12.8","","","","1"
"1985","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","12.9","","","","1"
"1986","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.5","","","","1"
"1987","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.8","","","","1"
"1988","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","13.1","","","","1"
"1989","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","14.0","","","","1"
"1990","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.7","","","","1"
"1991","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","8.4","","","","1"
"1992","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","10.0","","","","1"
"1993","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.6","D","","","1"
"1994","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","10.3","D","","","1"
"1995","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.0","D","","","1"
"1996","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.6","D","","","1"
"1997","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","10.4","D","","","1"
"1998","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","7.8","E","","","1"
"1999","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","10.9","D","","","1"
"2000","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","9.1","D","","","1"
"2001","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","8.1","E","","","1"
"2002","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.3","D","","","1"
"2003","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","9.1","D","","","1"
"2004","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.4","D","","","1"
"2005","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","8.6","E","","","1"
"2006","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","8.7","E","","","1"
"2007","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","9.0","D","","","1"
"2008","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.4","D","","","1"
"2009","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","10.0","D","","","1"
"2010","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","9.2","E","","","1"
"2011","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","9.3","E","","","1"
"2012","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","9.3","E","","","1"
"2013","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","11.1","D","","","1"
"2014","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","10.9","E","","","1"
"2015","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","8.2","E","","","1"
"2016","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","7.3","E","","","1"
"2017","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","8.8","D","","","1"
"2018","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$50,000 to $59,999","Percent","239","units","0","v107655195","14.3.1.9","6.6","D","","","1"
"1976","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.4","","","","1"
"1977","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","13.1","","","","1"
"1978","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","9.3","","","","1"
"1979","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.6","","","","1"
"1980","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.3","","","","1"
"1981","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","9.6","","","","1"
"1982","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.5","","","","1"
"1983","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","11.3","","","","1"
"1984","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","11.0","","","","1"
"1985","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","10.2","","","","1"
"1986","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","10.3","","","","1"
"1987","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","10.7","","","","1"
"1988","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","7.9","","","","1"
"1989","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","11.4","","","","1"
"1990","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","10.8","","","","1"
"1991","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","11.1","","","","1"
"1992","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.9","","","","1"
"1993","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.9","D","","","1"
"1994","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","7.6","D","","","1"
"1995","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","10.8","D","","","1"
"1996","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","9.1","D","","","1"
"1997","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","9.2","D","","","1"
"1998","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.3","D","","","1"
"1999","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","9.3","D","","","1"
"2000","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","11.6","D","","","1"
"2001","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.8","D","","","1"
"2002","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","12.2","D","","","1"
"2003","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","10.4","D","","","1"
"2004","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","7.4","D","","","1"
"2005","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","9.1","D","","","1"
"2006","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","12.4","D","","","1"
"2007","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","7.7","D","","","1"
"2008","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","6.9","E","","","1"
"2009","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","6.7","E","","","1"
"2010","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.6","E","","","1"
"2011","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.3","D","","","1"
"2012","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","9.2","E","","","1"
"2013","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","6.0","E","","","1"
"2014","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","10.7","E","","","1"
"2015","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","7.9","D","","","1"
"2016","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.3","E","","","1"
"2017","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","9.0","D","","","1"
"2018","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$60,000 to $69,999","Percent","239","units","0","v107655197","14.3.1.11","8.4","D","","","1"
"1976","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","10.7","","","","1"
"1977","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","7.3","","","","1"
"1978","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","10.7","","","","1"
"1979","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","9.1","","","","1"
"1980","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","9.6","","","","1"
"1981","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","12.8","","","","1"
"1982","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.9","","","","1"
"1983","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","10.7","","","","1"
"1984","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.6","","","","1"
"1985","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","7.2","","","","1"
"1986","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","7.3","","","","1"
"1987","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.5","","","","1"
"1988","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","9.0","","","","1"
"1989","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.6","","","","1"
"1990","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.0","","","","1"
"1991","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","9.5","","","","1"
"1992","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","4.6","","","","1"
"1993","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","7.3","E","","","1"
"1994","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","7.3","D","","","1"
"1995","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","7.1","D","","","1"
"1996","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","5.4","E","","","1"
"1997","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.2","D","","","1"
"1998","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.5","E","","","1"
"1999","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.3","E","","","1"
"2000","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","7.1","E","","","1"
"2001","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.5","E","","","1"
"2002","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.9","D","","","1"
"2003","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","7.3","D","","","1"
"2004","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.6","E","","","1"
"2005","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.7","D","","","1"
"2006","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.9","E","","","1"
"2007","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","11.1","D","","","1"
"2008","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.9","D","","","1"
"2009","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","10.6","D","","","1"
"2010","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.0","E","","","1"
"2011","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","8.6","E","","","1"
"2012","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","9.1","E","","","1"
"2013","Québec, Quebec","2011S0503421","After-tax income","Economic families and persons not in an economic family","$70,000 to $79,999","Percent","239","units","0","v107655198","14.3.1.12","6.6","E","","","1"
